model_name,model_family,template_type,language,response_language,question_key,response_pro_score
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,en,en,e117,0.75
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,en,en,e117,0.9
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,en,en,f117,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,en,en,e117,0.8
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,en,en,e069_02,0.6
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,en,en,e290,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,en,en,e265_01,0.7
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,en,en,e069_02,0.8
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,en,en,f117,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,en,en,e069_02,0.6
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,en,en,e265_01,1.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,en,en,f116,0.1428571428571428
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,en,en,f116,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,en,en,f117,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,en,en,f117,0.2222222222222222
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,en,en,f115,0.5555555555555556
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,en,en,e290,0.1428571428571428
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,en,en,e290,0.5
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,en,en,f114a,0.4
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,en,en,e069_02,1.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_13,0.125
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f121,0.5
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_13,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_13,0.125
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_13,0.4444444444444444
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e228,0.5
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f118,1.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e235,0.7
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e233b,0.7
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,c002_01,0.2857142857142857
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e235,0.7777777777777778
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e228,0.5714285714285714
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,d060,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,d054,0.5555555555555556
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_08,0.1
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,c002_01,0.6666666666666666
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_05,0.4285714285714285
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f144_02,0.5
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e226,0.8
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,d054,1.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,d060,0.1
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f120,0.6
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e235,0.6
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,d054,1.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,d054,1.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_08,0.2
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f121,0.7
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f118,0.7777777777777778
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e236,0.6
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_08,0.5
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f120,0.8
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e233b,1.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_13,0.2
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_08,0.4285714285714285
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e228,0.5
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_08,0.5
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e228,0.4444444444444444
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e235,0.6
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,c002_01,0.2222222222222222
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e226,0.9
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_20,0.7777777777777778
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,d060,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e228,0.375
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e235,1.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f144_02,0.5
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f120,0.75
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e235,0.5
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f121,0.7777777777777778
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f118,0.8333333333333334
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_13,0.5714285714285714
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e233b,0.5
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,d054,1.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e226,0.7777777777777778
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e233b,0.5
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,d060,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e226,1.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_08,0.5
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e226,0.7
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e228,0.1
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,d059,0.1
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,d059,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_05,0.7
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_08,0.3
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f120,0.6666666666666666
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,c002_01,0.2
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_05,0.6666666666666666
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e233b,1.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f120,0.7777777777777778
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f144_02,0.6666666666666666
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f121,0.7142857142857143
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_05,0.6666666666666666
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_08,0.3
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f120,1.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e235,0.5
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f144_02,0.375
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_08,0.2222222222222222
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_13,0.4
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f144_02,0.3333333333333333
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f121,0.4444444444444444
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_05,0.5714285714285714
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,d054,0.2222222222222222
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,d060,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f121,0.5714285714285714
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_20,0.6
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,d054,0.25
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,d054,0.8888888888888888
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_13,0.7777777777777778
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,d059,0.1
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,d060,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f144_02,0.5
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_05,0.7142857142857143
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f121,0.3333333333333333
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f144_02,0.75
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_13,0.4
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_05,0.75
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e233b,0.5555555555555556
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,d059,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_20,0.5
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,d054,1.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f028,0.4
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e028,0.6666666666666666
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,h010,0.25
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f028,0.5
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f132,0.3
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_04,0.5555555555555556
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e028,0.7
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,h011,0.125
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,h011,0.2222222222222222
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f028,0.6
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e028,0.3333333333333333
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_04,0.2
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,h011,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,h010,0.2222222222222222
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e028,0.5
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,h011,0.3333333333333333
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_04,0.25
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e028,0.25
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e035,0.9
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,d026_03,0.5714285714285714
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_04,0.1111111111111111
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,d026_03,0.4444444444444444
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_04,0.75
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e028,0.4
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e035,0.75
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e028,0.625
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f028,0.4444444444444444
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,h011,0.4444444444444444
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e028,0.7
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,h010,0.5
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e035,1.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,h010,0.7777777777777778
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,h010,0.3333333333333333
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e028,0.6
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_04,0.625
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e028,0.8
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,d026_03,0.5
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f028,0.4
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,h010,0.4
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e035,1.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f028,0.4
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e028,0.5
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e035,0.75
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_04,0.4
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e028,0.5555555555555556
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,h010,0.2222222222222222
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,d026_03,0.8
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e035,0.5714285714285714
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e035,1.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,d026_03,0.1
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f132,0.4444444444444444
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e028,0.625
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f132,0.625
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e035,0.6666666666666666
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e028,0.5714285714285714
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f132,0.5555555555555556
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,h011,0.1428571428571428
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,h011,0.375
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,d026_03,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_04,0.7
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,h011,0.1
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e035,0.625
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,d026_03,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,h011,0.4
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,h011,0.5
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f132,0.5714285714285714
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_04,0.1
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e035,0.8
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f132,0.3333333333333333
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,d026_03,0.2
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e028,0.5555555555555556
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f028,0.4
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e035,1.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,h011,0.125
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e028,0.6
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e035,1.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,d026_03,1.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,d026_03,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e028,0.375
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f028,0.6
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f132,0.6
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,d026_03,0.5555555555555556
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e028,0.6666666666666666
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f132,0.625
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,h011,0.375
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e028,0.4
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,h011,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,h011,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e035,0.5714285714285714
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,h011,0.2857142857142857
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_04,0.4
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e225,0.2222222222222222
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_02,0.625
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f116,0.125
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_02,0.6666666666666666
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f117,0.1111111111111111
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f117,0.5
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_02,0.6666666666666666
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f114a,0.2
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e117,0.7777777777777778
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f114a,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e225,0.4
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,c001_01,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_02,0.3333333333333333
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e265_01,0.6
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e290,0.375
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_02,0.6
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f114a,0.5
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,c001_01,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e225,0.1
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f116,0.1
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f115,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e225,0.125
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f116,0.125
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e225,0.6666666666666666
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_02,0.5555555555555556
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f117,0.1666666666666666
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e225,0.5714285714285714
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e290,0.125
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f117,0.2
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f117,0.1
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e265_01,0.5
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f116,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e290,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_02,0.5
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e117,0.8
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_02,0.4444444444444444
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,c001_01,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e225,0.4444444444444444
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f115,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f115,1.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e225,0.2
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f114a,0.1
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_02,0.625
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e117,0.8
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f115,0.4444444444444444
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f117,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f117,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e290,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f117,0.1
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f115,0.7
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_02,0.7142857142857143
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e225,0.8
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f114a,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e290,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_02,0.625
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f117,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f117,0.3333333333333333
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_02,0.9
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f116,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f115,0.625
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e265_01,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,c001_01,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e225,0.7
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_02,0.625
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,c001_01,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e117,0.5555555555555556
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f114a,0.375
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f117,0.1
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_02,0.375
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_02,0.5
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f117,0.2222222222222222
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e290,0.2857142857142857
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e117,0.8
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_02,0.6
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f114a,0.625
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e117,0.9
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e117,0.3333333333333333
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f117,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e117,0.9
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_02,0.875
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e290,0.1666666666666666
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e265_01,0.5
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_02,0.5555555555555556
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f117,0.2
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e069_02,0.6666666666666666
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,e265_01,0.8
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f116,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f117,0.1
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f117,0.3333333333333333
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,c001_01,0.6
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,f115,0.6
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,c001_01,0.0
OLMo-2-0325-32B-Instruct,olmo,survey_hypothetical,nl,nl,c001_01,0.1
