cntry_an,question_key,pro_score,language
PT,h011,0.24341507720254316,pt
PT,f122,0.35026737967914434,pt
PT,e233b,0.5390070921985816,pt
PT,e026,0.04083885209713024,pt
PT,d078,0.11425959780621572,pt
PT,e069_07,0.36764705882352944,pt
PT,c002_01,0.7426841574167508,pt
PT,e069_17,0.5192472198460223,pt
PT,e265_02,0.1779475982532751,pt
PT,e069_05,0.43272727272727274,pt
PT,f028,0.5086848635235732,pt
PT,e023,0.30363036303630364,pt
PT,e181_evs5,0.0,pt
PT,f114a,0.06218487394957983,pt
PT,e069_08,0.5343777197563099,pt
PT,e233,0.8822525597269625,pt
PT,e025,0.2845036319612591,pt
PT,f117,0.009113504556752305,pt
PT,f132,0.11714770797962648,pt
PT,b008,0.9144021739130435,pt
PT,d026_03,0.5682281059063137,pt
PT,e111_01,0.577152600170503,pt
PT,e069_20,0.6880382775119617,pt
PT,e069_06,0.8534554537885096,pt
PT,f123,0.04865334491746309,pt
PT,e069_18,0.669452181987001,pt
PT,e290,0.015754560530679917,pt
PT,f116,0.048293089092423025,pt
PT,c039,0.9576576576576576,pt
PT,d061,0.5025083612040134,pt
PT,e265_01,0.9298245614035088,pt
PT,e069_13,0.5230905861456483,pt
PT,f034,0.9232323232323232,pt
PT,f066_evs5,0.5483870967741935,pt
PT,c001,0.5539906103286385,pt
PT,e265_03,0.6364617044228694,pt
PT,f025,0.9739039665970772,pt
PT,d059,0.19021739130434784,pt
PT,e265_08,0.15072765072765074,pt
PT,f120,0.30607082630691396,pt
PT,e116,0.16454352441613587,pt
PT,c041,0.722048066875653,pt
PT,f115,0.03391232423490487,pt
PT,c038,0.8582755203171457,pt
PT,e015,0.4329388560157791,pt
PT,e037,0.24895222129086336,pt
PT,e264,0.8187086092715232,pt
PT,e265_04,0.2737186477644493,pt
PT,e115,0.622554660529344,pt
PT,e039,0.21739130434782605,pt
PT,e035,0.4187026116259478,pt
PT,e002,0.5028625954198473,pt
PT,c002,0.7854855923159018,pt
PT,e069_18a,0.669452181987001,pt
PT,d081,0.6323353293413174,pt
PT,e225,0.14773776546629735,pt
PT,e069_14,0.6196928635953026,pt
PT,e265_07,0.2149321266968326,pt
PT,f063,0.7529215358931552,pt
PT,d060,0.07045840407470289,pt
PT,e069_12,0.2220353238015139,pt
PT,e233a,0.6830742659758204,pt
PT,e265_06,0.8785638859556494,pt
PT,e001,0.7303473491773309,pt
PT,d026_05,0.946078431372549,pt
PT,e003,0.6015761821366025,pt
PT,e236,0.7357651245551602,pt
PT,e263,0.8162251655629139,pt
PT,e036,0.3078412391093901,pt
PT,e027,0.17548076923076922,pt
PT,e224,0.5508771929824561,pt
PT,h009,0.5837023914969,pt
PT,e069_11,0.3760539629005059,pt
PT,e018,0.960252935862692,pt
PT,e229,0.7660550458715596,pt
PT,h010,0.14405986903648269,pt
PT,e069_02,0.817083692838654,pt
PT,e033,0.2668136714443219,pt
PT,f119,0.08121827411167515,pt
PT,e028,0.02318840579710145,pt
PT,d054,0.7668085106382979,pt
PT,e235,0.9314830875975716,pt
PT,e069_04,0.5152801358234296,pt
US,e114,0.35064935064935066,en
US,e228,0.23122296500196615,en
US,e069_01,0.514585764294049,en
US,e117,0.8553208449581506,en
US,f118,0.5740595611285266,en
US,d001_b,0.9478361669242659,en
US,e004,0.5053978408636546,en
US,e265_05,0.4528301886792453,en
US,e179_wvs7,0.13995215311004786,en
US,e227,0.4883903974813065,en
US,f121,0.6021003500583431,en
US,e226,0.8198587127158556,en
US,f144_02,0.47739672642244735,en
US,h011,0.271484375,en
US,f122,0.46937182988685133,en
US,e233b,0.45676100628930816,en
US,e026,0.4573820395738204,en
US,d078,0.11753297129557796,en
US,e069_07,0.14168937329700274,en
US,e069_17,0.5761589403973509,en
US,e265_02,0.38238794129313763,en
US,e069_05,0.34104272834182675,en
US,f028,0.46597061098221193,en
US,e023,0.6640776699029126,en
US,f114a,0.10280373831775702,en
US,e069_08,0.4212382445141066,en
US,e233,0.8320281910728269,en
US,e025,0.8877721943048577,en
US,f117,0.042412451361867665,en
US,f132,0.5091546552395793,en
US,b008,0.8415536374845869,en
US,d026_03,0.15971814445096888,en
US,e111_01,0.3253719655442443,en
US,e069_20,0.4475743348982786,en
US,e069_06,0.6896819239720714,en
US,f123,0.18696330991412957,en
US,e290,0.06817296455005839,en
US,f116,0.06648522550544322,en
US,c039,0.8045619491964748,en
US,d061,0.19674039580908032,en
US,e265_01,0.7877007442224834,en
US,e069_13,0.30802180685358255,en
US,f034,0.8532934131736527,en
US,c001,0.22803738317757008,en
US,e265_03,0.5912698412698413,en
US,f025,0.8710407239819005,en
US,d059,0.1580782642386672,en
US,e265_08,0.183399209486166,en
US,f120,0.40358395013634596,en
US,e116,0.19026898734177214,en
US,c041,0.36469344608879495,en
US,f115,0.12772585669781933,en
US,c038,0.6438356164383562,en
US,e015,0.5469151670951157,en
US,e037,0.5324020178502133,en
US,e264,0.8306010928961749,en
US,e265_04,0.3227973133148953,en
US,e115,0.5368836291913215,en
US,e039,0.12072981366459623,en
US,e035,0.4087024087024087,en
US,e002,0.7483974358974359,en
US,c002,0.654933641084824,en
US,e069_18a,0.36794315041452824,en
US,d081,0.7767714437932871,en
US,e225,0.1267217630853994,en
US,e069_14,0.5504873294346978,en
US,e265_07,0.6563859232898379,en
US,f063,0.6384794414274632,en
US,d060,0.08623356535189482,en
US,e069_12,0.10268378063010501,en
US,e233a,0.26498422712933756,en
US,e265_06,0.6914263137099961,en
US,e001,0.7617933723196881,en
US,d026_05,0.6618181818181819,en
US,e003,0.6075604053000779,en
US,e236,0.6013380558835104,en
US,e263,0.7764338665626219,en
US,e036,0.16750874465604348,en
US,e027,0.43459552495697074,en
US,f028b_wvs7,0.6330488750969744,en
US,e224,0.5045151158225363,en
US,h009,0.6696498054474708,en
US,e069_11,0.31019775106630476,en
US,e018,0.8207762557077626,en
US,e229,0.7644514353126228,en
US,h010,0.21487279843444226,en
US,e069_02,0.8013219284603421,en
US,e033,0.40402049664958617,en
US,f119,0.2485391507596416,en
US,e028,0.16982687551525144,en
US,d054,0.7989172467130704,en
US,e235,0.8322884012539185,en
US,e069_04,0.30283055447848,en
ZW,e114,0.3929471032745592,en
ZW,e228,0.475752508361204,en
ZW,e069_01,0.6836902800658978,en
ZW,e117,0.9180602006688964,en
ZW,f118,0.07013201320132012,en
ZW,d001_b,0.9530477759472817,en
ZW,e004,0.41818181818181815,en
ZW,e265_05,0.5360281195079086,en
ZW,e179_wvs7,0.0,en
ZW,e227,0.762301918265221,en
ZW,c001_01,0.4843330349149508,en
ZW,f121,0.16158285243198678,en
ZW,e226,0.8681135225375626,en
ZW,f144_02,0.1654259718775848,en
ZW,h011,0.2878535773710483,en
ZW,f122,0.08602150537634412,en
ZW,e233b,0.7833333333333333,en
ZW,e026,0.12434141201264488,en
ZW,d078,0.3049586776859504,en
ZW,e069_07,0.4435215946843854,en
ZW,c002_01,0.8564102564102564,en
ZW,e069_17,0.5240863787375415,en
ZW,e265_02,0.3989501312335958,en
ZW,e069_05,0.4927782497875956,en
ZW,f028,0.8691358024691358,en
ZW,e023,0.4772914946325351,en
ZW,f114a,0.12211221122112215,en
ZW,e069_08,0.5240863787375415,en
ZW,e233,0.770066889632107,en
ZW,e025,0.12031782065834279,en
ZW,f117,0.0897858319604613,en
ZW,f132,0.10057708161582857,en
ZW,b008,0.9923664122137404,en
ZW,d026_03,0.8925831202046036,en
ZW,e111_01,0.23185988323603002,en
ZW,e069_20,0.6600346020761245,en
ZW,e069_06,0.504950495049505,en
ZW,f123,0.06842539159109651,en
ZW,e290,0.07520661157024788,en
ZW,f116,0.08395061728395059,en
ZW,c039,0.9293523969722456,en
ZW,d061,0.17783291976840365,en
ZW,e265_01,0.4685562444641275,en
ZW,e069_13,0.600836820083682,en
ZW,f034,0.998289136013687,en
ZW,c001,0.8519685039370078,en
ZW,e265_03,0.6669642857142857,en
ZW,f025,0.9922737306843267,en
ZW,d059,0.4502923976608187,en
ZW,e265_08,0.4804177545691906,en
ZW,f120,0.07584501236603458,en
ZW,e116,0.26208651399491095,en
ZW,c041,0.8941076003415884,en
ZW,f115,0.11211871393239903,en
ZW,c038,0.7525951557093425,en
ZW,e015,0.2758920800696258,en
ZW,e037,0.7380560131795717,en
ZW,e264,0.7981803143093466,en
ZW,e265_04,0.43243243243243246,en
ZW,e115,0.6433389544688027,en
ZW,e039,0.3143564356435643,en
ZW,e035,0.6065843621399176,en
ZW,e002,0.45107794361525705,en
ZW,c002,0.9597701149425287,en
ZW,e069_18a,0.6190476190476191,en
ZW,d081,0.08508771929824561,en
ZW,e225,0.3963363863447127,en
ZW,e069_14,0.6434042553191489,en
ZW,e265_07,0.5255147717099373,en
ZW,f063,0.985996705107084,en
ZW,d060,0.14321192052980133,en
ZW,e069_12,0.29121338912133893,en
ZW,e233a,0.6061615320566195,en
ZW,e265_06,0.4982517482517482,en
ZW,e001,0.776954732510288,en
ZW,d026_05,0.9394714407502132,en
ZW,e003,0.6477366255144033,en
ZW,e236,0.27015793848711556,en
ZW,e263,0.7702479338842976,en
ZW,e036,0.4363636363636364,en
ZW,e027,0.11328976034858387,en
ZW,f028b_wvs7,0.9522240527182867,en
ZW,e224,0.6025,en
ZW,h009,0.35357737104825293,en
ZW,e069_11,0.5198675496688742,en
ZW,e018,0.9537205081669692,en
ZW,e229,0.8137009189640769,en
ZW,h010,0.28940783986655544,en
ZW,e069_02,0.5166389351081531,en
ZW,e033,0.39662821650399294,en
ZW,f119,0.08230452674897115,en
ZW,e028,0.039927404718693285,en
ZW,d054,0.9736408566721582,en
ZW,e235,0.9230132450331126,en
ZW,e069_04,0.31734006734006737,en
